title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Model units
Variable landIce.mon.prra_tavg-u-hxy-is (ImonGre.prra),1153,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1153,mon landIce CMIP6,prra_tavg-u-hxy-is,rainfall_flux,"""comment"" was ""In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,over Land Ice//quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,xgre ygre time,mon,Rainfall Flux over Land Ice,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.mrroLi_tavg-u-hxy-is (ImonGre.mrroLi),1151,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1151,mon landIce CMIP6,mrroLi_tavg-u-hxy-is,land_ice_runoff_flux,"""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,Runoff flux over land ice is the difference between any available liquid water in the snowpack less any refreezing. Computed as the sum of rainfall and melt of snow or ice less any refreezing or water retained in the snowpack,xgre ygre time,mon,Land Ice Runoff Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.litemptop_tavg-u-hxy-is (ImonGre.litemptop),1150,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1150,mon landIce CMIP6,litemptop_tavg-u-hxy-is,temperature_at_top_of_ice_sheet_model,"""comment"" was ""Upper boundary temperature that is used to force ice sheet models. It is the temperature at the base of the snowpack models, and does not vary with seasons. Report surface temperature of ice sheet where snow thickness is zero"";",area: areacellg,area: time: mean where ice_sheet,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,xgre ygre time,mon,Temperature at Top of Ice Sheet Model,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",K,CMIP6 CMOR variable,,,,,
Variable landIce.mon.litempbot_tavg-u-hxy-gis (ImonGre.litempbotgr),1149,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1149,mon landIce CMIP6,litempbot_tavg-u-hxy-gis,land_ice_basal_temperature,"""comment"" was ""Basal temperature that is used to force the ice sheet models, it is the temperature AT ice sheet - bedrock interface. Cell_methods: area: mean where grounded_ice_sheet""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),quantity averaged over grounded ice sheet,xgre ygre time,mon,Basal Temperature of Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf), area: sum time: mean where grounded_ice_sheet (comment: mask=sfgrlf),;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",K,CMIP6 CMOR variable,,,,,
Variable landIce.mon.litempbot_tavg-u-hxy-fis (ImonGre.litempbotfl),1148,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1148,mon landIce CMIP6,litempbot_tavg-u-hxy-fis,land_ice_basal_temperature,"""comment"" was ""Basal temperature that is used to force the ice sheet models, it is the temperature AT ice shelf-ocean interface.  Cell_methods: area: mean where floating_ice_shelf""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",area: areacellg,area: time: mean where floating_ice_shelf (mask=sftflf),quantity averaged over floating ice shelf,xgre ygre time,mon,Basal Temperature of Floating Ice Shelf,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: sutime: mean where floating_ice_shelf (comment: mask=sftflf) copy,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: sum time: mean where floating_ice_shelf (comment: mask=sftflf),;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (mask=sftflf),",K,CMIP6 CMOR variable,,,,,
Variable landIce.mon.lifmassbf_tavg-u-hxy-is (ImonGre.lifmassbf),1147,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1147,mon landIce CMIP6,lifmassbf_tavg-u-hxy-is,land_ice_specific_mass_flux_due_to_calving_and_ice_front_melting,,area: areacellg,area: time: mean where ice_sheet,Total mass balance at the ice front (or vertical margin). It includes both iceberg calving and melt on vertical ice front,xgre ygre time,mon,Land Ice Vertical Front Mass Balance Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.licalvf_tavg-u-hxy-is (ImonGre.licalvf),1146,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1146,mon landIce CMIP6,licalvf_tavg-u-hxy-is,land_ice_specific_mass_flux_due_to_calving,,area: areacellg,area: time: mean where ice_sheet,Loss of ice mass resulting from iceberg calving. Computed as the rate of mass loss by the ice shelf (in kg s-1) divided by the horizontal area of the ice sheet (m2) in the grid box.,xgre ygre time,mon,Land Ice Calving Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.libmassbfgr_tavg-u-hxy-gis (ImonGre.libmassbfgr),1145,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1145,mon landIce CMIP6,libmassbfgr_tavg-u-hxy-gis,land_ice_basal_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice base.  A negative value means loss of ice. Computed as the total basal mass balance on the grounded land ice portion of the grid cell divided by grounded land ice area in the grid cell. Cell_methods: area: mean where grounded_ice_sheet""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),quantity averaged over grounded ice sheet,xgre ygre time,mon,Basal Specific Mass Balance Flux of Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf), area: sum time: mean where grounded_ice_sheet (comment: mask=sfgrlf),;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.libmassbffl_tavg-u-hxy-fis (ImonGre.libmassbffl),1144,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1144,mon landIce CMIP6,libmassbffl_tavg-u-hxy-fis,land_ice_basal_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice base.  A negative value means loss of ice. Computed as the total basal mass balance on the floating land ice (floating ice shelf) portion of the grid cell divided by floating land ice (floating ice shelf) area in the grid cell. Cell_methods: area: mean where floating_ice_shelf""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",area: areacellg,area: time: mean where floating_ice_shelf (mask=sftflf),quantity averaged over floating ice shelf,xgre ygre time,mon,Basal Specific Mass Balance Flux of Floating Ice Shelf,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: stime: mean where floating_ice_shelf (comment: mask=sftflf) copy,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: sum time: mean where floating_ice_shelf (comment: mask=sftflf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: sum where floating_ice_shelf (comment: mask=sftflf)time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: sum where floating_ice_shelf (comment: mask=sftflf) time: mean,;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (mask=sftflf),",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.icem_tavg-u-hxy-is (ImonGre.icem),1143,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1143,mon landIce CMIP6,icem_tavg-u-hxy-is,land_ice_surface_melt_flux,,area: areacellg,area: time: mean where ice_sheet,Loss of ice mass resulting from surface melting. Computed as the total surface melt water on the land ice portion of the grid cell divided by land ice area in the grid cell.,xgre ygre time,mon,Surface Ice Melt Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.hfss_tavg-u-hxy-is (ImonGre.hfss),1142,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1142,mon landIce CMIP6,hfss_tavg-u-hxy-is,surface_upward_sensible_heat_flux,"""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,"The surface sensible heat flux, also called turbulent heat flux, is the exchange of heat between the surface and the air by motion of air.",xgre ygre time,mon,Surface Upward Sensible Heat Flux,landIce,up,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",W m-2,CMIP6 CMOR variable,,,,,
Variable landIce.mon.hfls_tavg-u-hxy-is (ImonGre.hfls),1141,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1141,mon landIce CMIP6,hfls_tavg-u-hxy-is,surface_upward_latent_heat_flux,"""comment"" was ""The surface called 'surface' means the lower boundary of the atmosphere. 'Upward' indicates a vector component which is positive when directed upward (negative downward). The surface latent heat flux is the exchange of heat between the surface and the air on account of evaporation (including sublimation). In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Upward"" indicates a vector component which is positive when directed upward (negative downward). The surface latent heat flux is the exchange of heat between the surface and the air on account of evaporation (including sublimation). In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.",xgre ygre time,mon,Surface Upward Latent Heat Flux,landIce,up,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",W m-2,CMIP6 CMOR variable,,,,,
Variable landIce.mon.acabf_tavg-u-hxy-is (ImonGre.acabf),1140,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1140,mon landIce CMIP6,acabf_tavg-u-hxy-is,land_ice_surface_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice surface. Computed as the total surface mass balance on the land ice portion of the grid cell divided by land ice area in the grid cell. A negative value means loss of ice"";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods, and as forcing for ISM",xgre ygre time,mon,Surface Mass Balance Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.tsn_tavg-u-hxy-lnd (ImonAnt.tsn),1139,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1139,mon landIce CMIP6,tsn_tavg-u-hxy-lnd,temperature_in_surface_snow,"""comment"" was ""This temperature is averaged over all the snow in the grid cell that rests on land or land ice.  When computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights.   Reported as missing in regions free of snow on land.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,xant yant time,mon,Snow Internal Temperature,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",K,CMIP6 CMOR variable,,,,,
Variable landIce.mon.ts_tavg-u-hxy-is (ImonAnt.ts),1138,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1138,mon landIce CMIP6,ts_tavg-u-hxy-is,surface_temperature,"""comment"" was ""Temperature of the lower boundary of the atmosphere""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,xant yant time,mon,Surface Temperature,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",K,CMIP6 CMOR variable,,,,,
Variable landIce.mon.tas_tavg-h2m-hm-is (ImonAnt.tas),1137,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1137,mon landIce CMIP6,tas_tavg-h2m-hm-is,air_temperature,"""comment"" was ""near-surface (usually, 2 meter) air temperature""; ; ""modeling_realm"" was ""landIce land"";",,area: time: mean where ice_sheet,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,time height2m,mon,Near-Surface Air Temperature,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",K,CMIP6 CMOR variable,,,,,
Variable landIce.mon.snm_tavg-u-hxy-is (ImonAnt.snm),1136,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1136,mon landIce CMIP6,snm_tavg-u-hxy-is,surface_snow_melt_flux,"""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,The total surface snow melt rate on the land portion of the grid cell divided by the land area in the grid cell; report as zero for snow-free land regions and missing where there is no land.,xant yant time,mon,Surface Snow Melt,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.snicem_tavg-u-hxy-is (ImonAnt.snicem),1135,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1135,mon landIce CMIP6,snicem_tavg-u-hxy-is,surface_snow_and_ice_melt_flux,,area: areacellg,area: time: mean where ice_sheet,Loss of snow and ice mass resulting from surface melting. Computed as the total surface melt on the land ice portion of the grid cell divided by land ice area in the grid cell.,xant yant time,mon,Surface Snow and Ice Melt Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.snicefreez_tavg-u-hxy-is (ImonAnt.snicefreez),1134,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1134,mon landIce CMIP6,snicefreez_tavg-u-hxy-is,surface_snow_and_ice_refreezing_flux,,area: areacellg,area: time: mean where ice_sheet,Mass flux of surface meltwater which refreezes within the snowpack. Computed as the total refreezing on the land ice portion of the grid cell divided by land ice area in the grid cell.,xant yant time,mon,Surface Snow and Ice Refreeze Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.snc_tavg-u-hxy-is (ImonAnt.snc),1133,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1133,mon landIce CMIP6,snc_tavg-u-hxy-is,surface_snow_area_fraction,"""comment"" was ""Percentage of each grid cell that is occupied by snow that rests on land portion of cell.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)",xant yant time,mon,Snow Area Percentage,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",%,CMIP6 CMOR variable,,,,,
Variable landIce.mon.sbl_tavg-u-hxy-is (ImonAnt.sbl),1132,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1132,mon landIce CMIP6,sbl_tavg-u-hxy-is,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,,area: areacellg,area: time: mean where ice_sheet,The snow and ice sublimation flux is the loss of snow and ice mass per unit area from the surface resulting from their direct conversion to water vapor that enters the atmosphere.,xant yant time,mon,Surface Snow and Ice Sublimation Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.rsus_tavg-u-hxy-is (ImonAnt.rsus),1131,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1131,mon landIce CMIP6,rsus_tavg-u-hxy-is,surface_upwelling_shortwave_flux_in_air,"""comment"" was ""The surface called 'surface' means the lower boundary of the atmosphere. 'shortwave' means shortwave radiation. Upwelling radiation is radiation from below. It does not mean 'net upward'. When thought of as being incident on a surface, a radiative flux is sometimes called 'irradiance'. In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called 'vector irradiance'. In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,"The surface called ""surface"" means the lower boundary of the atmosphere. ""shortwave"" means shortwave radiation. Upwelling radiation is radiation from below. It does not mean ""net upward"". When thought of as being incident on a surface, a radiative flux is sometimes called ""irradiance"". In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called ""vector irradiance"". In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.",xant yant time,mon,Surface Upwelling Shortwave Radiation,landIce,up,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",W m-2,CMIP6 CMOR variable,,,,,
Variable landIce.mon.rsds_tavg-u-hxy-is (ImonAnt.rsds),1130,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1130,mon landIce CMIP6,rsds_tavg-u-hxy-is,surface_downwelling_shortwave_flux_in_air,"""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,Surface solar irradiance for UV calculations.,xant yant time,mon,Surface Downwelling Shortwave Radiation,landIce,down,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",W m-2,CMIP6 CMOR variable,,,,,
Variable landIce.mon.rlus_tavg-u-hxy-is (ImonAnt.rlus),1129,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1129,mon landIce CMIP6,rlus_tavg-u-hxy-is,surface_upwelling_longwave_flux_in_air,"""comment"" was ""The surface called 'surface' means the lower boundary of the atmosphere. 'longwave' means longwave radiation. Upwelling radiation is radiation from below. It does not mean 'net upward'. When thought of as being incident on a surface, a radiative flux is sometimes called 'irradiance'. In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called 'vector irradiance'. In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,"The surface called ""surface"" means the lower boundary of the atmosphere. ""longwave"" means longwave radiation. Upwelling radiation is radiation from below. It does not mean ""net upward"". When thought of as being incident on a surface, a radiative flux is sometimes called ""irradiance"". In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called ""vector irradiance"". In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.",xant yant time,mon,Surface Upwelling Longwave Radiation,landIce,up,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",W m-2,CMIP6 CMOR variable,,,,,
Variable landIce.mon.rlds_tavg-u-hxy-is (ImonAnt.rlds),1128,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1128,mon landIce CMIP6,rlds_tavg-u-hxy-is,surface_downwelling_longwave_flux_in_air,"""comment"" was ""The surface called 'surface' means the lower boundary of the atmosphere. 'longwave' means longwave radiation. Downwelling radiation is radiation from above. It does not mean 'net downward'. When thought of as being incident on a surface, a radiative flux is sometimes called 'irradiance'. In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called 'vector irradiance'. In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,"The surface called ""surface"" means the lower boundary of the atmosphere. ""longwave"" means longwave radiation. Downwelling radiation is radiation from above. It does not mean ""net downward"". When thought of as being incident on a surface, a radiative flux is sometimes called ""irradiance"". In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called ""vector irradiance"". In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.",xant yant time,mon,Surface Downwelling Longwave Radiation,landIce,down,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",W m-2,CMIP6 CMOR variable,,,,,
Variable landIce.mon.prsn_tavg-u-hxy-is (ImonAnt.prsn),1127,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1127,mon landIce CMIP6,prsn_tavg-u-hxy-is,snowfall_flux,"""comment"" was ""At surface; includes precipitation of all forms of water in the solid phase""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,xant yant time,mon,Snowfall Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.prra_tavg-u-hxy-is (ImonAnt.prra),1126,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1126,mon landIce CMIP6,prra_tavg-u-hxy-is,rainfall_flux,"""comment"" was ""In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,over Land Ice//quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,xant yant time,mon,Rainfall Flux over Land Ice,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.mrroLi_tavg-u-hxy-is (ImonAnt.mrroLi),1124,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1124,mon landIce CMIP6,mrroLi_tavg-u-hxy-is,land_ice_runoff_flux,"""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,Runoff flux over land ice is the difference between any available liquid water in the snowpack less any refreezing. Computed as the sum of rainfall and melt of snow or ice less any refreezing or water retained in the snowpack,xant yant time,mon,Land Ice Runoff Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.litemptop_tavg-u-hxy-is (ImonAnt.litemptop),1123,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1123,mon landIce CMIP6,litemptop_tavg-u-hxy-is,temperature_at_top_of_ice_sheet_model,"""comment"" was ""Upper boundary temperature that is used to force ice sheet models. It is the temperature at the base of the snowpack models, and does not vary with seasons. Report surface temperature of ice sheet where snow thickness is zero"";",area: areacellg,area: time: mean where ice_sheet,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,xant yant time,mon,Temperature at Top of Ice Sheet Model,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",K,CMIP6 CMOR variable,,,,,
Variable landIce.mon.litempbot_tavg-u-hxy-gis (ImonAnt.litempbotgr),1122,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1122,mon landIce CMIP6,litempbot_tavg-u-hxy-gis,land_ice_basal_temperature,"""comment"" was ""Basal temperature that is used to force the ice sheet models, it is the temperature AT ice sheet - bedrock interface. Cell_methods: area: mean where grounded_ice_sheet""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),quantity averaged over grounded ice sheet,xant yant time,mon,Basal Temperature of Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf), area: sum time: mean where grounded_ice_sheet (comment: mask=sfgrlf),;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",K,CMIP6 CMOR variable,,,,,
Variable landIce.mon.litempbot_tavg-u-hxy-fis (ImonAnt.litempbotfl),1121,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1121,mon landIce CMIP6,litempbot_tavg-u-hxy-fis,land_ice_basal_temperature,"""comment"" was ""Basal temperature that is used to force the ice sheet models, it is the temperature AT ice shelf-ocean interface.  Cell_methods: area: mean where floating_ice_shelf""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",area: areacellg,area: time: mean where floating_ice_shelf (mask=sftflf),quantity averaged over floating ice shelf,xant yant time,mon,Basal Temperature of Floating Ice Shelf,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: sum time: mean where floating_ice_shelf (comment: mask=sftflf) copy,;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (mask=sftflf),",K,CMIP6 CMOR variable,,,,,
